batch_no,created_date,customer,due_date,file_name,file_stem,item,item_code,match_status,notes,print_type,roll_type,sheet_name,top_candidates_json,total_kgs,total_mts,total_rolls
936209,2020-01-24,PROSEGUR AUST,,CF280(590)70MVSHRINK.xlsx,CF280(590)70MVSHRINK,CFR290(580)70,343M,ambiguous,SHRINK FILM (2 WAY) - MICRO VENT WITH PIN HOLES - BLOW 580 X 70UM SLIT UP MIDDLE,None,Cont Centrefold,Sheet1,"[{""score"": 108.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""91359ab7-5404-4d16-9b0d-a67c50fc7c02"", ""order_code"": ""943726"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF290(580)343M70MVSHRINK - L/D NATURAL SHRINK CENTREFOLD MICROVENTED 290(580)MM X 343M X 70UM  $/ROLL.. (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""PROSEGUR AUST(CHUBB SECURI""}, {""score"": 108.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""91d12a02-e25a-421f-9066-360c6ab818ce"", ""order_code"": ""946118-02"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF290(580)343M70MVSHRINK - L/D NATURAL SHRINK CENTREFOLD MICROVENTED 290(580)MM X 343M X 70UM  $/ROLL.. (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""PROSEGUR AUST(CHUBB SECURI""}, {""score"": 108.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""e54a51ae-9a83-4dfd-816e-03479e2d6b04"", ""order_code"": ""946926"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF290(580)343M70MVSHRINK - L/D NATURAL SHRINK CENTREFOLD MICROVENTED 290(580)MM X 343M X 70UM  $/ROLL.. (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""PROSEGUR AUST(CHUBB SECURI""}, {""score"": 88.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""7b7dc64e-9bf4-4d0f-9d0d-9bac9fb981c4"", ""order_code"": ""943726-02"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF290(580)343M70MVSHRINK - L/D NATURAL SHRINK CENTREFOLD MICROVENTED 290(580)MM X 343M X 70UM  $/ROLL.. (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""PROSEGUR AUST(CHUBB SECURI""}, {""score"": 88.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""be6af3f4-4a93-447e-9370-3dbec135f00d"", ""order_code"": ""944183"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF290(580)343M70MVSHRINK - L/D NATURAL SHRINK CENTREFOLD MICROVENTED 290(580)MM X 343M X 70UM  $/ROLL.. (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""PROSEGUR AUST(CHUBB SECURI""}]",722.0785185185185,9604.0,28.0
948537,2025-03-17,HYQUAL,2024-12-12,CF915(1830)150 - PS6-1.xlsx,CF915(1830)150 - PS6-1,CFR915(1830)150WH0,100M,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Centrefold,Sheet1,"[{""score"": 103.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""1c27e73e-4671-4d08-a883-3834c462487b"", ""order_code"": ""951485"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF915(1830)150WH 100M - CODE (PS6-1) L/D WHITE CENTREFOLD 915(1830MM) X 100M X 150UM ; 25.5kg/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 103.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""15e07610-2522-42a3-ba97-591ac5e3ade9"", ""order_code"": ""951590"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF915(1830)150WH 100M - CODE (PS6-1) L/D WHITE CENTREFOLD 915(1830MM) X 100M X 150UM ; 25.5kg/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 103.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""575d4bc6-95c7-49ff-815a-a8ad90f449b4"", ""order_code"": ""946369"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF915(1830)150WH 100M - CODE (PS6-1) L/D WHITE CENTREFOLD 915(1830MM) X 100M X 150UM ; 25.5kg/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 103.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""11154d16-f122-4317-9b35-5316a6815d8f"", ""order_code"": ""946923"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF915(1830)150WH 100M - CODE (PS6-1) L/D WHITE CENTREFOLD 915(1830MM) X 100M X 150UM ; 25.5kg/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 103.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_token"", ""line_requires_job_sheet""], ""order_item_id"": ""b4cd6d2d-982d-48b4-80fa-9de5975f5961"", ""order_code"": ""947493"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF915(1830)150WH 100M - CODE (PS6-1) L/D WHITE CENTREFOLD 915(1830MM) X 100M X 150UM ; 25.5kg/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}]",762.5,3000.0,30.0
951193,2026-02-13,ABL -AS SIGNET,,CFR1000(2000)50 - 18.5KG.xlsx,CFR1000(2000)50 - 18.5KG,CFR1000(2000)150BK0,200M,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Centrefold,Sheet1,"[{""score"": 93.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""0010cd80-940b-426f-acbb-d9d553f12d5b"", ""order_code"": ""945602"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF1000(2000)50UM200MTBK - L/D BLACK CENTREFOLD 1000(2000) X 50UM  ;200MT/ROLL;  $/ROLL (UOM = ROLL)   - (Customer Part # 10850)"", ""customer_name"": ""ABL - As SIGNET""}, {""score"": 93.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""7d465ac9-6432-4069-acac-c329ab146541"", ""order_code"": ""948439"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CF1000(2000)50UM200MTBK - L/D BLACK CENTREFOLD 1000(2000) X 50UM  ;200MT/ROLL;  $/ROLL (UOM = ROLL)   - (Customer Part # 10850)"", ""customer_name"": ""ABL - As SIGNET""}, {""score"": 73.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""line_requires_job_sheet""], ""order_item_id"": ""6705cd6c-6472-448c-bb68-4ed7fb1ea913"", ""order_code"": ""944269"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""T1200100-25KG - LD CLEAR POLY TUBE 1200MM X 114M X 100UM ; 25KG/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # TUBE)"", ""customer_name"": ""ABL - As SIGNET""}, {""score"": 73.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""line_requires_job_sheet""], ""order_item_id"": ""5445cae2-1b7d-4475-afd2-f3cd647647b6"", ""order_code"": ""944945"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""T1200100-25KG - LD CLEAR POLY TUBE 1200MM X 114M X 100UM ; 25KG/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # TUBE)"", ""customer_name"": ""ABL - As SIGNET""}, {""score"": 73.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""line_requires_job_sheet""], ""order_item_id"": ""6725c38a-1166-4dd7-acf1-18239a65a1a8"", ""order_code"": ""947079"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""T1200100-25KG - LD CLEAR POLY TUBE 1200MM X 114M X 100UM ; 25KG/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # TUBE)"", ""customer_name"": ""ABL - As SIGNET""}]",277.77777777777777,1000.0,5.0
950977,2026-03-16,MCCORMICK UPHOLSTERY,2026-03-25,CFR1250(2500)35.xlsx,CFR1250(2500)35,CFR1250(2500)350,270M,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Centrefold,Sheet1,"[{""score"": 93.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""7473fa23-e203-454f-abd4-b5e0d98320d8"", ""order_code"": ""947250"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR1250(2500)27035 - L/D NATURAL CENTREFOLD ON ROLL 1250MM (2500) X 270MTS X 35UM $/ROLL (UOM = ROLL)   - (Customer Part # CENTREFOLD)"", ""customer_name"": ""McCormick Upholstery""}, {""score"": 93.0, ""reasons"": [""customer_exact"", ""item_code_found_in_description"", ""qty_rolls_close_1pct"", ""line_requires_job_sheet""], ""order_item_id"": ""cf53cbbd-c59c-4ab4-9f43-034bc7da918f"", ""order_code"": ""948743"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR1250(2500)27035 - L/D NATURAL CENTREFOLD ON ROLL 1250MM (2500) X 270MTS X 35UM $/ROLL (UOM = ROLL)   - (Customer Part # CENTREFOLD)"", ""customer_name"": ""McCormick Upholstery""}, {""score"": 43.0, ""reasons"": [""customer_exact"", ""line_requires_job_sheet""], ""order_item_id"": ""6800b2a2-2e97-4bde-acad-f174b8c8ad8a"", ""order_code"": ""949133"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""T140075(25KG) - LD NATURAL POLY TUBE 1400MM X 137M X 75UM;25KG PER ROLL;$/ROLL (UOM = ROLL)"", ""customer_name"": ""McCormick Upholstery""}, {""score"": 35.0, ""reasons"": [""customer_exact""], ""order_item_id"": ""04b412c4-233d-425d-b6e5-8e7d2f23d985"", ""order_code"": ""947250"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""**FREIGHT WILL BE CALCULATED ON MANUFACTURING COMPLETION****"", ""customer_name"": ""McCormick Upholstery""}, {""score"": 35.0, ""reasons"": [""customer_exact""], ""order_item_id"": ""3fa7a718-3528-424f-ac3f-6ebb6337b64b"", ""order_code"": ""947250"", ""line_index"": 2, ""myob_item_number"": null, ""import_line_description"": ""FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)"", ""customer_name"": ""McCormick Upholstery""}]",218.75,2700.0,10.0
950738,2025-10-02,DECKSTORE,,CFR305(610)61038 - IL2.xlsx,CFR305(610)61038 - IL2,CFR305(610)61038AS0,IL2,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,"[{""score"": 100.0, ""reasons"": [""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""87d5b2f1-edf9-4a13-bb9d-913e75525c4f"", ""order_code"": ""946335-02"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR305(610)61038(1000) - IL2:C/FOLD ON ROLL 305(610) X 610 X 38UM  1000/ROLL $ PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""GRUNSKES BY THE RIVER""}, {""score"": 100.0, ""reasons"": [""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""f57cefff-7d30-4342-9fc8-e6b7b6b574c3"", ""order_code"": ""949941"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR305(610)61038(1000) - IL2:C/FOLD ON ROLL 305(610) X 610 X 38UM  1000/ROLL $ PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""GRUNSKES BY THE RIVER""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""81d0666b-cd4f-4657-b643-2bf66b2b1fc2"", ""order_code"": ""945531"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR305(610)61038(1000) - IL2:C/FOLD ON ROLL 305(610) X 610 X 38UM  1000/ROLL $ PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""a7820ab0-c6db-4a0e-aca0-3b9b29ae1365"", ""order_code"": ""947587"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR305(610)61038(1000) - IL2:C/FOLD ON ROLL 305(610) X 610 X 38UM  1000/ROLL $ PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""6ccd8dc4-3a6e-4c76-9150-19648ecb6ccd"", ""order_code"": ""948310"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR305(610)61038(1000) - IL2:C/FOLD ON ROLL 305(610) X 610 X 38UM  1000/ROLL $ PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}]",565.592,26352.0,20.0
57105,2023-02-17,THE DECKSTORE,2023-03-17,CFR380(760)25538 - IL512.xlsx,CFR380(760)25538 - IL512,CFR380(760)25538,IL512,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,"[{""score"": 230.0, ""reasons"": [""customer_partial"", ""item_matches_description_prefix"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""38d66c7e-2082-4839-9fb8-01b79a746731"", ""order_code"": ""943461"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)25538 - IL512, CENTREFOLD ON ROLL 380(760) X 255 X 38UM $/ROLL, 1000/ROLL (UOM = ROLL)   - (Customer Part # IL512)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 230.0, ""reasons"": [""customer_partial"", ""item_matches_description_prefix"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""41a17623-451f-4725-a1ff-551596a18600"", ""order_code"": ""945922"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)25538 - IL512, CENTREFOLD ON ROLL 380(760) X 255 X 38UM $/ROLL, 1000/ROLL (UOM = ROLL)   - (Customer Part # IL512)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 230.0, ""reasons"": [""customer_partial"", ""item_matches_description_prefix"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""4d0c54b5-5a23-4ff9-98a4-a9e640d4bdd4"", ""order_code"": ""946985"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)25538 - IL512, CENTREFOLD ON ROLL 380(760) X 255 X 38UM $/ROLL, 1000/ROLL (UOM = ROLL)   - (Customer Part # IL512)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 230.0, ""reasons"": [""customer_partial"", ""item_matches_description_prefix"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""d8bb9710-9cbd-4d01-af5a-be9db0b8b4f9"", ""order_code"": ""950498"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)25538 - IL512, CENTREFOLD ON ROLL 380(760) X 255 X 38UM $/ROLL, 1000/ROLL (UOM = ROLL)   - (Customer Part # IL512)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 210.0, ""reasons"": [""item_matches_description_prefix"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""0df38f2c-7f7d-4e4e-a38f-1f04c038dbd6"", ""order_code"": ""944624"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)25538 - IL512, CENTREFOLD ON ROLL 380(760) X 255 X 38UM $/ROLL, 1000/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""ROSSLYN BAY FISHERMANS MAR""}]",73.64400000000002,2754.0,5.0
945338,2023-11-03,THE DECKSTORE,,CFR380(760)38038 - IL513.xlsx,CFR380(760)38038 - IL513,CFR380(760)38038AS,IL513,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,"[{""score"": 120.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""f132559e-ab42-4c38-87c4-bbe2d72c0f94"", ""order_code"": ""944469"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 120.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""de4bb124-672f-4d8f-b4d0-347b1f0a0819"", ""order_code"": ""945172"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""b8be616e-23cf-420c-824b-e6939f4554a3"", ""order_code"": ""943148-04"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""b324823d-95e5-40c2-bc30-7b16f0ecc3d1"", ""order_code"": ""943461-04"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""09dd0a21-cd2c-49b0-b4fb-9f146bfd304c"", ""order_code"": ""943969-04"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)38038(1000) - IL513  C/FOLD ON ROLL 380(760) X 380MM X 38UM; 1000/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}]",219.488,8208.0,10.0
57963,2024-11-15,DECKSTORE,2024-10-25,CFR380(760)76038 - IL5.xlsx,CFR380(760)76038 - IL5,CFR380(760)760380AS,IL5,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,"[{""score"": 120.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""744edd55-f1a3-43c8-b643-fe11b533bae0"", ""order_code"": ""944469"", ""line_index"": 2, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)76038(500) - IL5  C/FOLD ON ROLL 380(760) X 760MM X 38UM; 500/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 120.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""8e77051c-d84a-4515-a832-2e28a97830f0"", ""order_code"": ""948712"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)76038(500) - IL5  C/FOLD ON ROLL 380(760) X 760MM X 38UM; 500/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}, {""score"": 100.0, ""reasons"": [""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""8871c4f5-5123-4c96-99ea-1f788a095072"", ""order_code"": ""948714"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)76038(500) - IL5  C/FOLD ON ROLL 380(760) X 760MM X 38UM; 500/ROLL; $/ROLL (UOM = ROLL)"", ""customer_name"": ""LAMASON SEAFOOD COMPANY""}, {""score"": 100.0, ""reasons"": [""item_code_matches_description_token"", ""qty_rolls_close_1pct"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""b54a1089-e80a-48c6-93eb-8d3a8fde1fe8"", ""order_code"": ""950789"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)76038(500) - IL5  C/FOLD ON ROLL 380(760) X 760MM X 38UM; 500/ROLL; $/ROLL (UOM = ROLL)"", ""customer_name"": ""LAMASON SEAFOOD COMPANY""}, {""score"": 100.0, ""reasons"": [""customer_partial"", ""item_code_matches_description_token"", ""desc_overlap_medium"", ""line_requires_job_sheet""], ""order_item_id"": ""6dbd55b7-ad7d-47e7-81f0-2f49c3a48f89"", ""order_code"": ""943461"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""CFR380(760)76038(500) - IL5  C/FOLD ON ROLL 380(760) X 760MM X 38UM; 500/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""THE DECKSTORE PTY LTD""}]",219.488,8208.0,10.0
951465,2026-02-13,HYQUAL,2026-04-03,CFR480(960)200100WH.xlsx,CFR480(960)200100WH,CFR480(960)100WH0,200M,ambiguous,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,Cont Centrefold,Sheet1,"[{""score"": 153.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_second_token"", ""line_requires_job_sheet""], ""order_item_id"": ""9e849307-5a07-462b-84db-91a43a26d322"", ""order_code"": ""950335"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""S1220100WH 200M - CODE PS4: L/D WHITE SHEET 1220MM (4FT) X 200M X 100UM  $PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 153.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_second_token"", ""line_requires_job_sheet""], ""order_item_id"": ""a6d74eea-c864-4967-ba5d-9d5cdcf779cf"", ""order_code"": ""950335"", ""line_index"": 1, ""myob_item_number"": null, ""import_line_description"": ""S915100WH 200M - CODE PS3: L/D WHITE SHEET 915MM(3FT) X 200M X 100UM  $PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 153.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_second_token"", ""line_requires_job_sheet""], ""order_item_id"": ""af10a6f0-20ed-4786-8b3c-8643e03e4b3a"", ""order_code"": ""950335-02"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""S915100WH 200M - CODE PS3: L/D WHITE SHEET 915MM(3FT) X 200M X 100UM  $PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 153.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_second_token"", ""line_requires_job_sheet""], ""order_item_id"": ""24128c65-b213-4c7d-a8c8-9c807825b094"", ""order_code"": ""950493"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""S915100WH 200M - CODE PS3: L/D WHITE SHEET 915MM(3FT) X 200M X 100UM  $PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}, {""score"": 153.0, ""reasons"": [""customer_exact"", ""item_code_matches_description_second_token"", ""line_requires_job_sheet""], ""order_item_id"": ""8639c090-1964-43e0-8bc2-36645a8569dd"", ""order_code"": ""950615"", ""line_index"": 0, ""myob_item_number"": null, ""import_line_description"": ""S1220100WH 200M - CODE PS4: L/D WHITE SHEET 1220MM (4FT) X 200M X 100UM  $PER ROLL (UOM = ROLL)   - (Customer Part # .)"", ""customer_name"": ""HYQUAL""}]",266.6666666666667,3000.0,15.0
