batch_no,created_date,customer,due_date,file_name,file_stem,import_line_description,import_requires_job_sheet,item,item_code,job_sheet_id,line_index,match_reasons,match_score,match_status,myob_item_number,notes,order_code,order_id,order_item_id,print_type,roll_type,sheet_name,total_kgs,total_mts,total_rolls
945355,2023-03-20,CALOUNDRA PRODUCE,,PB30548075.xlsx,PB30548075,PB30548075 - LD NATURAL POLY BAG 305MM X 480MM X 75UM;500/CTN;$/CTN (UOM = CTN)   - (Customer Part # BAG),True,PB30548075,Batch No,7876f224-6e09-4546-ab88-d8fba0327b55,1,"customer_exact,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",193.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945355-02,f4b195cd-bf41-4754-a725-8b6f06d45180,8a5d4447-364d-450e-ae45-4c02e352e5cd,None,,Sheet1,87.84,2073.6000000000004,4.0
944221,2025-06-09,COOROY LANDSCAPE,,PB350500100P - COOROY LANDSCAPE.xlsx,PB350500100P - COOROY LANDSCAPE,PB350500100P - L/D NATURA POLY BAG PRINTED 2 COLOURS 1 SIDE 350MM X 500MM X 100UM 500/CTN $/CTN (UOM = CTN),True,PB350500100P,Batch No,c0527aef-5861-43d2-b287-094c65292a94,0,"customer_partial,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",178.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944221,4be1a229-5e32-4851-8ba6-1c9f31f3384d,0d80638c-314c-4edc-991a-27dacf7dc06e,Registered Print,,Sheet1,87.49999999999999,1350.0,4.0
943494,2022-06-23,GRANDCHESTER,2022-07-23,PB400580120UV.xlsx,PB400580120UV,PB400580120UV - L/D NATURAL SHRINK BAG UV STABILIZED  400MM X 580MM X 120UM   200/CTN   $/1000 (UOM = THOU),True,PB400580120UV,Batch No,dc467699-0a16-4f19-b2b2-d71518975524,0,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,943494-02,2e296fc2-3c92-453b-a204-16b8531db6fc,c6e1f788-3809-467e-b951-8ab0a60bd516,None,,Sheet1,55.68000000000001,626.4000000000001,3.0
946246,2023-09-05,ABL DISTRIBUTION,2023-08-24,PB45530535BT- ABL.xlsx,PB45530535BT- ABL,PB45530535BT - LD BLUE TINT POLY BAG - 455MM OPENING X 305MM LENGTH X 35UM ; 1000/CARTON ; $/CARTON (UOM = CTN),True,PB45530535BT,Batch No,b779712e-4f43-4a4c-a8aa-ce4e5bab2edc,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,946246,68bb478d-5db6-4566-8c00-e3700294efd5,9c258a0b-2e05-4501-839d-6309354dc736,None,,Sheet1,116.571,3952.8,4.0
942809,2022-05-16,JUNGLE CREEK,2022-03-29,PB455910100-JUNGLE CREEK.xlsx,PB455910100-JUNGLE CREEK,PB455910100 - L/D NATURAL POLY BAG 455MM X 910MM X 100UM 200/CTN $/1000 (UOM = THOU)   - (Customer Part # BAG),True,PB455910100,Batch No,7a351106-cd8b-416e-81fe-4f06bb0029f9,0,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,949461,42a74cb7-396e-4658-8eec-17306bee8760,47246135-cbba-4b9f-8b98-8b92a8292b18,None,,Sheet1,198.744,2358.7200000000003,6.0
945774,2023-05-26,COASTAL FLOW,2023-06-26,PB510550150.xlsx,PB510550150,PB510550150 - LD CLEAR POLY BAG 510MM X 550MM X 150UM ; 200/CARTON ; $CARTON (UOM = CTN),True,PB510550150,Batch No,bb615ef8-3ec0-46a3-af32-f5eecb948172,0,"customer_exact,item_matches_description_prefix,line_requires_job_sheet",173.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945774,47781fda-c03a-4822-8918-c08e7891580e,149cd3b2-ae9d-4580-88ec-f589d6b3b5ac,None,,Sheet1,84.15,594.0,3.0
946746,2023-11-06,INNISFAIL AQUA,,PB510920100.xlsx,PB510920100,PB510920100 - LD NATURAL POLY BAG 510MM X 920MM X 100UM ; 200/CARTON ; $/1000 (UOM = THOU),True,PB510920100,Batch No,d8bb0a00-dd56-44f5-a118-002642969359,1,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,946746,76b4b3a3-9541-442d-b9d2-deab154212be,921dc569-5a55-42a1-8848-aa6d85f4b1bb,None,,Sheet1,93.84,993.6,3.0
56960,2025-11-05,GREENSLOPES,,PB530G74040YP - YCW3403.xlsx,PB530G74040YP - YCW3403,**SENDING  YCW3403 34 LT IN CARTON AS THE ROLL IN MANUFACTURING ***,False,PB530G74040YAS0P,YCW3403,,4,"customer_partial,item_code_matches_description_second_token",130.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,949509,09818b1a-2152-4bc0-aa13-b68952d5cc89,5013a44b-05b6-41db-bf49-3a4bd3f896f1,Random Print,,Sheet1,549.0799999999999,13986.000000000002,14.0
945774,2023-05-30,COASTAL FLOW,2023-06-26,PB540610150.xlsx,PB540610150,PB540610150 - LD CLEAR POLY BAG 540MM X 610MM X 150UM ; 150/CARTON ; $/CARTON (UOM = CTN),True,PB540610150,Batch No,256e1e0e-65ab-4469-8eeb-7f354aaec76d,1,"customer_exact,item_matches_description_prefix,line_requires_job_sheet",173.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945774,47781fda-c03a-4822-8918-c08e7891580e,97a4fc87-19f0-4be8-af54-ac088d1c5777,None,,Sheet1,103.76100000000001,691.74,4.0
943924,2022-09-23,TOP CATCH,2022-09-06,PB550495100 - DIE CUT HANDLE.xlsx,PB550495100 - DIE CUT HANDLE,PB550495100 - L/D NATURAL POLY BAG WITH DIE CUT HANDLE 550MM X 495MM X 100UM $/1000 (UOM = THOU),True,PB550495100,Batch No,ea6a974e-23ae-4a06-aad9-cc88fa0a9f27,0,"customer_exact,item_matches_description_prefix,desc_overlap_medium,line_requires_job_sheet",185.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,943924,d2777cae-731e-42d5-84c9-c5a29ab59573,cae504b6-41ad-4c18-9938-9cd3a57eb0d9,None,,Sheet1,122.5125,1202.8500000000001,4.0
946036,2023-07-06,WHITE CROSS FIRST AID,2023-07-25,PB550600150.xlsx,PB550600150,PB550600150 - CLEAR POLY BAG 550MM X 600 MM X 150UM;100/CTN;$/CTN (UOM = ea),True,PB550600150,Batch No,b78ad368-2a37-402e-845c-0e2ee555aa7b,0,"customer_exact,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",193.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,946036,b587d3fa-9c7f-40d5-b744-a7b7bcde6898,4fdeb86e-a321-4b32-9153-b4ca2cbc5db1,None,,Sheet1,59.400000000000006,388.8,2.0
943501,2022-06-08,J J RICHARDS,2022-07-06,PB640G90055YP - YCW50502.xlsx,PB640G90055YP - YCW50502,PB640G90055YP - YCW50502:50L YELLOW CLINICAL WASTE POLY BAGS  640 Gusset(W) x 900mm(L) x 55um  250/ctn  $/ctn (UOM = CTN)   - (Customer Part # .),True,PB640G90045YP,YCW50502,c5982864-9571-4d8c-8fb0-373ff8b0ab36,0,"customer_exact,item_code_matches_description_second_token,line_requires_job_sheet",153.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,946316,50df5b1a-6f00-4974-b046-4eee69130d9d,d2c60f31-553a-4eaf-b87c-7cb0197d6aa6,Random Print,,Sheet1,1296.0,24300.0,40.0
950715,2025-09-15,NORTHSIDE CLEANING,2025-10-15,PB750830100.xlsx,PB750830100,PB760900150UM - L/D NATURAL POLY BAG 760MM X 900MM X 150UM  50/CTN $/CTN (UOM = CTN),True,PB760900150,Batch No,3142c1ba-410b-4c7e-8e1c-de0b9572180c,0,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,950715,64d956c1-a9e7-4f59-9de1-28244374169b,ddaaafdb-a6bf-4dbc-8042-1df9d3646cae,None,,Sheet1,205.20000000000002,972.0000000000001,5.0
57132,2025-08-11,HOSPITAL,,PB770G100030 - CL7720.xlsx,PB770G100030 - CL7720,PB770G100030 - CL7720 - NATURAL LINER 75L  770GUSSET X 1000MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .),True,PB770G100030AS0,CL7720,6b23a8dc-68b2-439b-b746-d4fa2f9b2e6e,1,"customer_partial,item_code_matches_description_second_token,qty_rolls_close_1pct,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945369,a6b064d7-cc5c-4884-8513-d1cbe851e449,a5dcb507-17b3-44aa-a0f1-6e115fcfff3f,None,,Sheet1,1155.0000000000002,27000.0,30.0
944716,2022-12-14,DAFF WACOL,2023-01-14,PB780G90035-NAPPY BIN.xlsx,PB780G90035-NAPPY BIN,PB780G70050 - L/D NATURAL POLY BAG 780MM X GUESSET (440MM+340MM) X 700MM X 50UM (UOM = CTN),True,PB780G70050,Batch No,0e96bdb5-cd04-4dc6-a5a4-fb6f962250d4,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944716,3a830b87-56ed-46bc-b4fa-2ab09b793f9d,7a3227a7-e600-4b56-b2ab-7cd426450b84,None,,Sheet1,54.60000000000001,756.0,2.0
944617,2022-11-08,COOK MEDICAL,,PB8001000100BT.xlsx,PB8001000100BT,PB800100050 - L/D NATURAL POLY BAG 800MM X 1000MM X 50UM;100/CTN;$/CTN (UOM = CTN),True,PB800100050,Batch No,dfa113b1-e0f8-4871-a4b8-b5b623818425,0,"customer_exact,item_matches_description_prefix,line_requires_job_sheet",173.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944617,93f17b82-5107-488b-abde-cd02430177ec,517871ea-a9a7-42e3-b2f0-153d803fc583,None,,Sheet1,160.00000000000003,2160.0,5.0
951011,2026-02-12,SEDL AGENCIES,,PB805106090BK-QPB23.xlsx,PB805106090BK-QPB23,PB805106090BK QPB23 - QPB23  LD BLACK POLYBAG 805MM X 1060MM X  90UM  100/CTN  $/CTN (UOM = CTN),True,PB805106090BK,QPB23,d409de40-c813-4ffc-b522-874a677a3375,0,"customer_exact,item_matches_description_prefix,item_code_matches_description_second_token,line_requires_job_sheet",283.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,951011,d7ea91c7-4a98-4eb8-9e18-f4d20506c716,8814a075-3fb0-4d26-b904-9ba2d6914563,None,,Sheet1,307.18800000000005,2289.6000000000004,6.0
57758,2025-06-27,QLD HEALTH,2024-05-31,PB935G125030P - CL120P30.xlsx,PB935G125030P - CL120P30,PB935G125030P - CL120P30 M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE'; 935 GUSSETT (470+465) X 1250 X 30UM; 100/CTN; $/CTN;.... (UOM = CTN)   - (Customer Part # .),True,PB935G1250300ASP,CL120P30,61d449b7-706c-4eb7-95a2-0d0ec80f72d0,0,"item_code_matches_description_second_token,qty_rolls_close_1pct,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,948877,3f5e09ff-33be-49e8-ac03-d25c81ad70cb,70036f2a-b1a0-47b7-b0da-2131f815a70d,Random Print,,Sheet1,420.75,8100.000000000001,10.0
944046,2022-08-25,SEASTOCK PTY,2022-09-25,PBR10002000200-SEASTOCK.xlsx,PBR10002000200-SEASTOCK,PBR10002000200 - L/D NATURAL POLY BAG ON ROLL 1000MM X 2000MM X 200UM;25/ROLL;$/ROLL (UOM = ROLL),True,PBR10002000200,Batch No,af295070-82d3-4955-b1f9-d06ace9add52,0,"customer_partial,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",178.0,matched,,NEW ITEM - NEW CUSTOMER - MUST BE SPOT WIDTH - CHECK SEALS FREQUENTLY NOT OVER 190UM AT ALL,944046,eb30dfd1-a1d2-45d2-b471-a2b95c3cb7b9,17fa5d79-abf3-49a9-bc4b-cfbe95d7b73c,None,,Sheet1,200.00000000000003,540.0,10.0
938195,2020-08-28,TINDALL DIVING,2020-09-28,PBR1020G100075.xlsx,PBR1020G100075,PBR1020G100075 - L/D NATURAL POLY BAG ON ROLL 1020 GUSSET (630MM+390MM) X 1000MM X 75UM $/ROLL (UOM = ROLL)   - (Customer Part # .),True,PBR1020G100075,Batch No,622a11e7-77f7-4354-9f11-53faf4d11a2b,1,"customer_exact,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",193.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,948883,9889db1d-931c-4814-8351-657bb3fcb96d,28d65ec7-7bc5-4add-86f4-960ea3b97867,None,,Sheet1,244.8,1728.0,8.0
944039,2022-08-25,FROMM PACKAGING,,PBR1103200100.xlsx,PBR1103200100,PBR1103200100 - L/D NATURAL POLY BAG ON ROLL 110MM X 3200MM X 100UM 200/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .),True,PBR1103200100,Batch No,d1dcf6a8-c616-4381-b928-1250c15ec899,1,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,MUST HAVE PLAIN LABEL NOT DOLPHIN LABEL - MUST BE BY DUE DATE - NO EXCEPTIONS,944039,1b9df096-c4c1-48b5-9f14-ca5a6c08cdbc,78a6ed5d-ac63-48c3-97ce-ecd79834b5e6,None,,Sheet1,422.40000000000003,20736.0,35.0
949524,2025-10-17,DOCUMENT DYNAMIX,2025-11-06,PBR1180G150030P - ISBL3.xlsx,PBR1180G150030P - ISBL3,"PBR1180G150040P-ISBL3 - MD NATURAL BAG ON ROLL PRINTED ""ISBL3 - DOCUMENT DYNAMIX"" ; 1180 GUSSET (750+430) X 1500MM X 40UM ; 100/ROLL ; $/ROLL (UOM = ROLL)",True,PBR1180G1500300ASP,ISBL3,4c9162f9-7454-4313-8cb6-848d67254c8f,1,"customer_partial,item_code_matches_description_second_token,qty_rolls_close_1pct,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,950692,e0cc5914-0cd6-4cfe-982d-f06d1171f69a,211e7f89-5eb8-46b5-8018-c1fa1a9551af,Random Print,,Sheet1,318.6,4860.0,30.0
948399,2024-10-10,EXECUTIVE DISTRIBUTORS,2024-09-06,PBR1180G155050.xlsx,PBR1180G155050,PBR1180G155050 - L/D CLEAR POLY BAG ON ROLL 1180MM GUSSET (800+380) X 1550MM X 50UM; 100/ROLL;$/ROLL (UOM = ROLL),True,PBR1180G155050,Batch No,ec7a92e3-6211-45f6-84ba-10d5d554ec5c,0,"customer_exact,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",193.0,matched,,"GOOD SEALS, STRONG SEALS - PLEASE TEST FREQUENTLY RUN INLINE ON 65 EXTRUDER - CHECK GUSSET - NEW SIZE",948399,f5c19388-97d2-41ca-ad67-264ca92962c6,198818ae-d6ac-4e22-ac32-a896c35a9f4d,None,,Sheet1,182.9,1674.0,10.0
941301,2021-09-09,CHRIS HAIN,,PBR12002000100.xlsx,PBR12002000100,PBR12002000100 - L/D NATURAL POLY BAG 1200MM X 2000MM X 100UM 40/PER ROLL $/ROLL (UOM = ROLL),True,PBR12002000100,Batch No,0d116e4e-dec9-4505-b384-7fbfe13cd864,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,943908,bbcb3ea0-f410-43e0-afb8-1d330a7fc670,bf1456e7-e8a6-491a-b577-5ee99c58ce77,None,,Sheet1,57.60000000000001,259.20000000000005,3.0
948274,2024-07-26,MINEHAN AGENCIES,2024-08-16,PBR1450G1500100.xlsx,PBR1450G1500100,PBR1450G1500100 (75/ROLL) - LD NATURAL POLY BAG ON ROLL 1450MM GUSSET (725+725) X 1500MM X 100UM ; 75 BAGS PER ROLL ; $/ROLL (UOM = ROLL),True,PBR1450G1500100,Batch No,7b523e8c-760f-4191-9b1c-9ed5a0e27e68,0,"customer_exact,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",193.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,948274,cf70d2e2-d810-46df-885e-5a1c72b575f5,1f1d346d-39b4-4715-96d3-7f92e4b94c65,None,,Sheet1,717.7500000000001,2673.0,22.0
944039,2022-08-25,FROMM PACKAGING,,PBR1453200100.xlsx,PBR1453200100,PBR1453200100 - L/D NATURAL POLY BAG ON ROLL 145MM X 3200MM X 100UM 200 BAGS PER ROLL $/ROLL (UOM = ROLL),True,PBR1453200100,Batch No,9e4862be-300e-4200-91a5-06fab1affe6f,3,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944039,1b9df096-c4c1-48b5-9f14-ca5a6c08cdbc,7c46e28a-7fa9-4cd1-ad1c-4b3a58f72998,None,,Sheet1,556.8000000000001,20736.0,30.0
948533,2024-08-30,PRO-PAC,2024-09-20,PBR15034050.xlsx,PBR15034050,PBR14083035 - L/D CLEAR POLY BAG ON ROLL 140MM X 830MM X 35UM ;1000/ROLL;$/ROLL (UOM = ROLL),True,PBR14083035,Batch No,5e7636c0-eb18-4a49-b546-70a547c1b898,0,"customer_partial,item_matches_description_prefix,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,948533,d1d5105f-0dd3-41b1-90b3-5288e51d0cc9,5e415b75-1057-41f5-bb6a-c671fd819159,None,,Sheet1,48.804,5378.400000000001,5.0
950634,2025-10-02,DAYWALK,2025-10-23,PBR200300150PUVCI - 12BUC200300150R.xlsx,PBR200300150PUVCI - 12BUC200300150R,"PBR200300150PUVCISHRINK - 12-BUC200/300/150R - L/D NATURAL SHRINK POLY BAG ON ROLL WITH UV AND CORROSION INHIBITOR PRINTED ""DAYWALK"" 200MM X 300MM X 150UM 600/ROLL $/ROLL (UOM = ROLL)",True,PBR200300150CIUVP,12-BUC200/300/150R,f6fc88d8-6592-49db-88c4-23808b18bfe2,2,"customer_exact,item_code_found_in_description,qty_rolls_close_1pct,line_requires_job_sheet",93.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,949137,8ee02ab5-bf76-4c04-9135-5a5c704c0c53,b095881b-774e-4855-879a-02f177193330,Random Print,,Sheet1,216.0,3888.0000000000005,8.0
RE-RUN 943270,2022-11-10,DAYWALK,,PBR300770200WHPUVCISHRINK - 12-PVCI300770200.xlsx,PBR300770200WHPUVCISHRINK - 12-PVCI300770200,"PBR300770200PUVVCI - 12-PVCI300770200UM-L/D WHITE HEAT SHRINK BAGS VCI+UV ADDITIVE PRINTED ""DAYWALK"" 300MM X 770MM X 200UM;110/ROLL;$/ROLL (UOM = ROLL)",True,PBR300770200WHCIUVP,12-PVCI300770200UM,8ee512f0-6351-479b-b328-d2b4a397e6fc,0,"customer_exact,item_code_found_in_description,qty_rolls_close_1pct,line_requires_job_sheet",93.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944412,89a32c66-e0a3-4a52-892a-d30b0f22ba4a,c008dee4-172a-428b-bcd2-24de53721726,Random Print,,Sheet1,101.64000000000001,914.7600000000001,14.0
55585,2021-01-13,THE DECKSTORE,2021-02-03,PBR30551050 - BAG 163.xlsx,PBR30551050 - BAG 163,PBR30551050(1000/RL) - BAG163: L/D NATURAL BAG on ROLL 305MM X 510MM X 50UM  1000/ROLL  $PER ROLL (UOM = ROLL)   - (Customer Part # BAG ON ROLL),True,PBR30551050,BAG 163,ed6cb74c-4f6b-4f72-95c2-e52540e2fe4d,2,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945355,ebd30edf-70a0-4c2d-9800-d5f5913e522f,4da104b8-bbae-48fd-9594-1848473d5f7e,None,,Sheet1,311.1,11016.0,14.0
942743,2022-03-08,B&D GROUP,2022-03-21,PBR400800100.xlsx,PBR400800100,PBR400800100 - L/D NATURAL POLY BAG ON ROLL 400MM X 800MM X 100UM;250/ROLL;$/ROLL (UOM = ROLL),True,PBR400800100,Batch No,d3d45bb3-cb7a-459f-a50e-a314a01d05d0,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,950196,924280b5-40da-482a-8ab7-9c455ea69d76,0c8f98a8-c20f-4b9b-885d-41cf2a56ab37,None,,Sheet1,64.0,864.0,4.0
940223,2021-06-01,LIVE CORALS,2021-06-01,PBR460920100-live corals.xlsx,PBR460920100-live corals,PBR460920100 - LD NATURAL VIRGIN POLY BAG ON ROLL 460MM X 920MM X 100UM 250/ROLL $/ROLL (UOM = ROLL),True,PBR460920100,Batch No,6854534f-3276-489c-a016-e72e1b9483f5,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,NEW ITEM - VIRGIN FILM - NO SPLITTING AS PER CUSTOMER REQUIREMENT MUST BE WATER TIGHT - CHECK SEALS - NEAT ROLLS,944656,6e9c953b-4be0-4d62-be04-741b7c46a479,253fdfa0-9701-4d7f-8e74-1b6d6081446b,None,,Sheet1,423.20000000000005,4968.0,20.0
944046,2022-08-25,SEASTOCK PTY,2022-09-25,PBR5001000200-SEASTOCK.xlsx,PBR5001000200-SEASTOCK,PBR5001000200 - L/D NATURAL POLY BAG ON ROLL 500MM X 1000MM X 200UM;100/ROLL;$/ROLL (UOM = ROLL),True,PBR5001000200,Batch No,62fd13a2-bea9-4b55-acc4-3de68699d331,1,"customer_partial,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",178.0,matched,,NEW ITEM - NEW CUSTOMER - MUST BE SPOT WIDTH - CHECK SEALS FREQUENTLY NOT OVER 190UM AT ALL,944046,eb30dfd1-a1d2-45d2-b471-a2b95c3cb7b9,2ffad2c5-4b9b-47d3-b7f9-783967499228,None,,Sheet1,200.00000000000003,1080.0,10.0
944177,2022-09-16,GREENPET,,PBR520820120.xlsx,PBR520820120,PBR520820120 - L/D NATURAL POLY BAG ON ROLL 520MM X 820MM X 120UM;150/ROLL;$/ROLL (UOM = ROLL),True,PBR520820120,Batch No,79b700ac-898d-4832-8611-ae0a3a40b732,0,"customer_partial,item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",178.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944177,e0ea5ca6-dacd-4959-8d33-0e63ba6f6dc2,16c8e47f-ff57-45b2-b600-345bf257422d,None,,Sheet1,76.75200000000001,664.2,5.0
945554,2023-05-11,MOD PLAS,2023-06-10,PBR750125050AS.xlsx,PBR750125050AS,PBR750125050 - LD NATURAL POLY BAG ON ROLL 750MM X 1250MM X 50UM ; 200 BAGS PER ROLL ; $ROLL (UOM = ROLL),True,PBR750125050,Batch No,9df452b0-ba8c-42f7-be7e-118903960965,4,"item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,945554,08594774-361c-4e79-bce7-224ab0db59a9,49352b12-6627-4653-9099-ecf64b854f57,None,,Sheet1,187.50000000000003,2700.0,10.0
950226,2025-07-30,OZONE AUST,,PBR8301700100.xlsx,PBR8301700100,PBR8301200100 - POLY BAG ON ROLL;830MM X 1200MM X 100UM;10/ROLL;$/ROLL (UOM = ROLL),True,PBR8301200100,Batch No,071fd05b-9218-4c58-822b-6ac6fc950c88,0,"item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",158.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,950226,48139cec-4c94-4e0b-991a-62426498b243,731d1f06-2f0a-4635-a597-7886261202dc,None,,Sheet1,199.20000000000002,1296.0,10.0
942979,2022-03-30,NUTRIEN AG SOLUTIONS,2022-04-30,PBR890G62035 - 10KG LINER.xlsx,PBR890G62035 - 10KG LINER,PBR890G62035 - 10KG LINER;LD NATURAL POLY BAG ON ROLL 890MM GUSSETT (560MM+330MM) X 620MM X 38UM;500/ROLL;$/ROLL (UOM = ROLL),True,PBR890G62035,10KG LINER,7fabd9dc-a7fe-4e39-bfcb-4847fb267ae6,1,"item_matches_description_prefix,item_code_found_in_description,line_requires_job_sheet",168.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,944148,a601e614-5264-406b-b683-a989b4a17d88,9d4294be-a6b2-4ecf-af75-f665404cea38,None,,Sheet1,231.756,4017.6000000000004,12.0
940274,2021-05-11,AQUA FARMS,2021-06-11,PBR9152100200.xlsx,PBR9152100200,PBR9002100200 - L/D NATURAL POLY BAG 900MM X 2100MM X 200UM 25/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # POLY BAG),True,PBR9002100200,Batch No,d22d26cc-d002-459c-a6d4-7116554bf89d,0,"item_matches_description_prefix,qty_rolls_close_1pct,line_requires_job_sheet",158.0,matched,,MUST HAVE GOOD STRONG SEALS - NO LEAKS. NO CUTS IN ROLLS. TOLLERANCE IS NOT UNDER WIDTH - MUST BE MIN 900WIDE- REJECT IF UNDER,944236,75d5c8a3-32c8-41d4-b0ee-47f177788578,1a33dd2c-b99b-4faa-8e82-11c5a6fad79e,None,,Sheet1,189.0,567.0,10.0
951583,,DAYWALK,,PBR9301070200WHPUVCISHRINK - 12-PVCI9301070200.xlsx,PBR9301070200WHPUVCISHRINK - 12-PVCI9301070200,"PBR9301070200UVVCI - 12-PVCI9301070200UM-L/D WHITE HEAT SHRINK BAG VCI+UV ADDITIVAE PRINTED ""DAYWALK"" 930MM X 1070MM X 200UM;25/ROLL;$/ROLL (UOM = ROLL)",True,PBR9301070200WHCIUVP,12-PVCI9301070200,63b37757-ec58-418c-870f-694661eb57f6,4,"customer_exact,item_code_found_in_description,qty_rolls_close_1pct,line_requires_job_sheet",93.0,matched,,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,950155,9bad61ba-641f-4a5b-b5d8-7c07e94ee30f,e24acfe3-ae53-422d-bc58-48616e0dbad9,Random Print,,Sheet1,99.51,288.90000000000003,8.0
940283,2021-05-12,COMPANY ONE,2021-06-11,PBR960G950100.xlsx,PBR960G950100,PBR960G950100 - L/D CLEAR LINERS 960G (555+405) X 950MM X 100UM ; 100 PER ROLL ; $/ROL (UOM = ROLL),True,PBR960G950100,Batch No,812aa75d-4a8a-4dd2-b380-2a83c4028f52,0,"item_matches_description_prefix,line_requires_job_sheet",138.0,matched,,"NEW ITEM - PERF INLINE - MUST HAVE WATER TIGHT SEALS, PLEASE TEST FREQUENTLY.",944850,73842126-4f61-4b7c-be5d-b35ce020bea3,01bc547c-d659-44aa-8ae5-d7b4614c0fae,None,,Sheet1,364.8,2052.0,20.0
